"cp","minsplit","minbucket","maxdepth","accuracy","kappa","balanced_accuracy","precision_satisfied","recall_satisfied","f1_satisfied","specificity"
0.01,80,20,5,0.669768170426065,0.305554873320562,0.650006175889328,0.626227873239758,0.530978260869565,0.567324658903606,0.769034090909091
0.02,80,20,5,0.666196741854637,0.298698684287456,0.646317111330698,0.622745367692736,0.526630434782609,0.564491325570273,0.766003787878788
5e-04,60,30,5,0.673214285714286,0.326419207288373,0.662240612648221,0.621094979989217,0.594746376811594,0.602051829954643,0.729734848484848
0.001,60,30,5,0.673214285714286,0.326419207288373,0.662240612648221,0.621094979989217,0.594746376811594,0.602051829954643,0.729734848484848
0.002,60,30,5,0.673214285714286,0.326419207288373,0.662240612648221,0.621094979989217,0.594746376811594,0.602051829954643,0.729734848484848
0.005,60,30,5,0.676754385964912,0.327727677161695,0.661590085638999,0.63343264232688,0.569202898550725,0.593157953157953,0.753977272727273
0.01,60,30,5,0.67327694235589,0.317244382327341,0.656149127140975,0.630705369599607,0.552355072463768,0.580245467093293,0.759943181818182
0.02,60,30,5,0.678634085213033,0.325349408898513,0.659377058629776,0.639307520137241,0.543659420289855,0.581663906809605,0.775094696969697
5e-04,80,30,5,0.660808270676692,0.301092998350756,0.65063611660079,0.598333994171966,0.586594202898551,0.586855769975975,0.71467803030303
0.001,80,30,5,0.660808270676692,0.301092998350756,0.65063611660079,0.598333994171966,0.586594202898551,0.586855769975975,0.71467803030303
0.002,80,30,5,0.660808270676692,0.301092998350756,0.65063611660079,0.598333994171966,0.586594202898551,0.586855769975975,0.71467803030303
0.005,80,30,5,0.666134085213033,0.304482585899753,0.650183218050066,0.617681008339952,0.552355072463768,0.577254249815225,0.748011363636364
