"threshold","accuracy","balanced_accuracy","precision_satisfied","recall_satisfied","f1_satisfied"
0.3,0.656903765690377,0.65537518037518,0.576576576576577,0.646464646464647,0.60952380952381
0.35,0.656903765690377,0.65537518037518,0.576576576576577,0.646464646464647,0.60952380952381
0.4,0.656903765690377,0.646500721500721,0.585858585858586,0.585858585858586,0.585858585858586
0.45,0.686192468619247,0.665584415584416,0.642857142857143,0.545454545454545,0.59016393442623
0.5,0.686192468619247,0.665584415584416,0.642857142857143,0.545454545454545,0.59016393442623
0.55,0.686192468619247,0.665584415584416,0.642857142857143,0.545454545454545,0.59016393442623
0.6,0.686192468619247,0.665584415584416,0.642857142857143,0.545454545454545,0.59016393442623
0.65,0.702928870292887,0.670995670995671,0.705882352941177,0.484848484848485,0.574850299401198
0.7,0.702928870292887,0.670995670995671,0.705882352941177,0.484848484848485,0.574850299401198
