"cluster","political_interest","campaign_interest","political_discussion","social_media_attention_days","government_trust","government_for_all","power_makes_difference","vote_makes_difference","labor_rating","greens_rating","albanese_rating","bandt_rating","political_knowledge_score"
"1",-0.976834109155613,-1.0197274499587,-0.917222390279927,-0.457810197828465,-0.0683233987969699,0.073493805983521,-0.526234266138146,-0.602772953543385,-0.336941632819476,-0.274592485559488,-0.332610090430768,-0.11637077916244,-0.557841122365663
"2",0.384599155551535,0.399099968107369,0.379354811285166,0.169477027517123,-0.605505051817846,-0.657322415940206,-0.055535842167457,-0.116657258304854,-0.58918200768035,-0.387217409078884,-0.667516180911807,-0.339381405945273,0.220359709654334
"3",0.524673389617772,0.54930598126143,0.48048562284277,0.253089650659033,0.458949784405184,0.380094076010181,0.458068267526943,0.56010951684133,0.662945600614463,0.478216073894109,0.711783491599573,0.31969897745341,0.299140414831023
